Kod stanowiska,Data,Wartość,id_stanowiska
DsOlawZolnAK-NO2-1g,2026-06-08 18:00:00,2.8,397
DsOlawZolnAK-NO2-1g,2026-06-08 17:00:00,4.5,397
DsOlawZolnAK-NO2-1g,2026-06-08 16:00:00,4.1,397
DsOlawZolnAK-NO2-1g,2026-06-08 15:00:00,3.0,397
DsOlawZolnAK-NO2-1g,2026-06-08 14:00:00,,397
DsOlawZolnAK-NO2-1g,2026-06-08 13:00:00,2.9,397
DsOlawZolnAK-NO2-1g,2026-06-08 12:00:00,3.1,397
DsOlawZolnAK-NO2-1g,2026-06-08 11:00:00,4.0,397
DsOlawZolnAK-NO2-1g,2026-06-08 10:00:00,4.0,397
DsOlawZolnAK-NO2-1g,2026-06-08 09:00:00,7.5,397
DsOlawZolnAK-NO2-1g,2026-06-08 08:00:00,9.0,397
DsOlawZolnAK-NOx-1g,2026-06-09 03:00:00,21.2,398
DsOlawZolnAK-NOx-1g,2026-06-09 02:00:00,19.8,398
DsOlawZolnAK-NOx-1g,2026-06-09 01:00:00,19.4,398
DsOlawZolnAK-NOx-1g,2026-06-09 00:00:00,16.2,398
DsOlawZolnAK-NOx-1g,2026-06-08 23:00:00,19.5,398
DsOlawZolnAK-NOx-1g,2026-06-08 22:00:00,22.8,398
DsOlawZolnAK-NOx-1g,2026-06-08 21:00:00,19.0,398
DsOlawZolnAK-NOx-1g,2026-06-08 20:00:00,8.2,398
DsOlawZolnAK-NOx-1g,2026-06-08 19:00:00,6.6,398
DsOlawZolnAK-NOx-1g,2026-06-08 18:00:00,3.9,398
DsOlawZolnAK-NOx-1g,2026-06-08 17:00:00,5.7,398
DsOlawZolnAK-NOx-1g,2026-06-08 16:00:00,5.4,398
DsOlawZolnAK-NOx-1g,2026-06-08 15:00:00,4.5,398
DsOlawZolnAK-NOx-1g,2026-06-08 14:00:00,,398
DsOlawZolnAK-NOx-1g,2026-06-08 13:00:00,4.9,398
DsOlawZolnAK-NOx-1g,2026-06-08 12:00:00,5.0,398
DsOlawZolnAK-NOx-1g,2026-06-08 11:00:00,7.2,398
DsOlawZolnAK-NOx-1g,2026-06-08 10:00:00,6.7,398
DsOlawZolnAK-NOx-1g,2026-06-08 09:00:00,11.4,398
DsOlawZolnAK-NOx-1g,2026-06-08 08:00:00,13.3,398
DsOlawZolnAK-PM10-1g,2026-06-09 03:00:00,14.8,400
DsOlawZolnAK-PM10-1g,2026-06-09 02:00:00,13.8,400
DsOlawZolnAK-PM10-1g,2026-06-09 01:00:00,12.8,400
DsOlawZolnAK-PM10-1g,2026-06-09 00:00:00,11.0,400
DsOlawZolnAK-PM10-1g,2026-06-08 23:00:00,11.7,400
DsOlawZolnAK-PM10-1g,2026-06-08 22:00:00,20.8,400
DsOlawZolnAK-PM10-1g,2026-06-08 21:00:00,13.4,400
DsOlawZolnAK-PM10-1g,2026-06-08 20:00:00,10.1,400
DsOlawZolnAK-PM10-1g,2026-06-08 19:00:00,9.6,400
DsOlawZolnAK-PM10-1g,2026-06-08 18:00:00,9.8,400
DsOlawZolnAK-PM10-1g,2026-06-08 17:00:00,10.3,400
DsOlawZolnAK-PM10-1g,2026-06-08 16:00:00,16.8,400
DsOlawZolnAK-PM10-1g,2026-06-08 15:00:00,8.6,400
DsOlawZolnAK-PM10-1g,2026-06-08 14:00:00,8.0,400
DsOlawZolnAK-PM10-1g,2026-06-08 13:00:00,9.3,400
DsOlawZolnAK-PM10-1g,2026-06-08 12:00:00,13.8,400
DsOlawZolnAK-PM10-1g,2026-06-08 11:00:00,10.3,400
DsOlawZolnAK-PM10-1g,2026-06-08 10:00:00,10.3,400
DsOlawZolnAK-PM10-1g,2026-06-08 09:00:00,11.0,400
DsOlawZolnAK-PM10-1g,2026-06-08 08:00:00,11.2,400
DsOlawZolnAK-O3-1g,2026-06-09 03:00:00,51.0,20214
DsOlawZolnAK-O3-1g,2026-06-09 02:00:00,57.4,20214
DsOlawZolnAK-O3-1g,2026-06-09 01:00:00,62.1,20214
DsOlawZolnAK-O3-1g,2026-06-09 00:00:00,73.0,20214
DsOlawZolnAK-O3-1g,2026-06-08 23:00:00,81.9,20214
DsOlawZolnAK-O3-1g,2026-06-08 22:00:00,82.7,20214
DsOlawZolnAK-O3-1g,2026-06-08 21:00:00,95.9,20214
DsOlawZolnAK-O3-1g,2026-06-08 20:00:00,113.2,20214
DsOlawZolnAK-O3-1g,2026-06-08 19:00:00,119.4,20214
DsOlawZolnAK-O3-1g,2026-06-08 18:00:00,119.0,20214
DsOlawZolnAK-O3-1g,2026-06-08 17:00:00,114.9,20214
DsOlawZolnAK-O3-1g,2026-06-08 16:00:00,113.0,20214
DsOlawZolnAK-O3-1g,2026-06-08 15:00:00,109.3,20214
DsOlawZolnAK-O3-1g,2026-06-08 14:00:00,107.3,20214
DsOlawZolnAK-O3-1g,2026-06-08 13:00:00,105.1,20214
DsOlawZolnAK-O3-1g,2026-06-08 12:00:00,101.2,20214
DsOlawZolnAK-O3-1g,2026-06-08 11:00:00,94.4,20214
DsOlawZolnAK-O3-1g,2026-06-08 10:00:00,88.4,20214
DsOlawZolnAK-O3-1g,2026-06-08 09:00:00,69.8,20214
DsOlawZolnAK-O3-1g,2026-06-08 08:00:00,54.2,20214
DsOlawZolnAK-PM2.5-1g,2026-06-09 03:00:00,9.1,32613
DsOlawZolnAK-PM2.5-1g,2026-06-09 02:00:00,8.7,32613
DsOlawZolnAK-PM2.5-1g,2026-06-09 01:00:00,8.3,32613
DsOlawZolnAK-PM2.5-1g,2026-06-09 00:00:00,6.6,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 23:00:00,7.1,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 22:00:00,13.2,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 21:00:00,7.7,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 20:00:00,5.6,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 19:00:00,5.4,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 18:00:00,5.3,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 17:00:00,5.2,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 16:00:00,5.6,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 15:00:00,4.9,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 14:00:00,4.9,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 13:00:00,5.3,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 12:00:00,6.0,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 11:00:00,6.1,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 10:00:00,6.3,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 09:00:00,6.4,32613
DsOlawZolnAK-PM2.5-1g,2026-06-08 08:00:00,6.5,32613
DsWalbrzWyso-C6H6-1g,2026-06-09 03:00:00,1.27,605
DsWalbrzWyso-C6H6-1g,2026-06-09 02:00:00,0.97,605
DsWalbrzWyso-C6H6-1g,2026-06-09 01:00:00,1.89,605
DsWalbrzWyso-C6H6-1g,2026-06-09 00:00:00,0.96,605
DsWalbrzWyso-C6H6-1g,2026-06-08 23:00:00,0.87,605
DsWalbrzWyso-C6H6-1g,2026-06-08 22:00:00,0.47,605
DsWalbrzWyso-C6H6-1g,2026-06-08 21:00:00,0.2,605
DsWalbrzWyso-C6H6-1g,2026-06-08 20:00:00,0.07,605
DsWalbrzWyso-C6H6-1g,2026-06-08 19:00:00,0.06,605
DsWalbrzWyso-C6H6-1g,2026-06-08 18:00:00,0.15,605
DsWalbrzWyso-C6H6-1g,2026-06-08 17:00:00,0.05,605
DsWalbrzWyso-C6H6-1g,2026-06-08 16:00:00,0.09,605
DsWalbrzWyso-C6H6-1g,2026-06-08 15:00:00,0.1,605
DsWalbrzWyso-C6H6-1g,2026-06-08 14:00:00,0.12,605
DsWalbrzWyso-C6H6-1g,2026-06-08 13:00:00,0.19,605
DsWalbrzWyso-C6H6-1g,2026-06-08 12:00:00,0.12,605
DsWalbrzWyso-C6H6-1g,2026-06-08 11:00:00,0.25,605
DsWalbrzWyso-C6H6-1g,2026-06-08 10:00:00,0.72,605
DsWalbrzWyso-C6H6-1g,2026-06-08 09:00:00,0.29,605
DsWalbrzWyso-C6H6-1g,2026-06-08 08:00:00,1.0,605
DsWalbrzWyso-NO-1g,2026-06-09 03:00:00,1.1,613
DsWalbrzWyso-NO-1g,2026-06-09 02:00:00,1.4,613
DsWalbrzWyso-NO-1g,2026-06-09 01:00:00,1.4,613
DsWalbrzWyso-NO-1g,2026-06-09 00:00:00,1.7,613
DsWalbrzWyso-NO-1g,2026-06-08 23:00:00,1.3,613
DsWalbrzWyso-NO-1g,2026-06-08 22:00:00,1.3,613
DsWalbrzWyso-NO-1g,2026-06-08 21:00:00,1.4,613
DsWalbrzWyso-NO-1g,2026-06-08 20:00:00,1.3,613
DsWalbrzWyso-NO-1g,2026-06-08 19:00:00,1.4,613
DsWalbrzWyso-NO-1g,2026-06-08 18:00:00,1.2,613
DsWalbrzWyso-NO-1g,2026-06-08 17:00:00,1.6,613
DsWalbrzWyso-NO-1g,2026-06-08 16:00:00,1.5,613
DsWalbrzWyso-NO-1g,2026-06-08 15:00:00,2.5,613
DsWalbrzWyso-NO-1g,2026-06-08 14:00:00,,613
DsWalbrzWyso-NO-1g,2026-06-08 13:00:00,2.1,613
DsWalbrzWyso-NO-1g,2026-06-08 12:00:00,1.7,613
DsWalbrzWyso-NO-1g,2026-06-08 11:00:00,1.6,613
DsWalbrzWyso-NO-1g,2026-06-08 10:00:00,2.4,613
DsWalbrzWyso-NO-1g,2026-06-08 09:00:00,2.7,613
DsWalbrzWyso-NO-1g,2026-06-08 08:00:00,8.6,613
DsWalbrzWyso-NO2-1g,2026-06-09 03:00:00,7.6,614
DsWalbrzWyso-NO2-1g,2026-06-09 02:00:00,11.9,614
DsWalbrzWyso-NO2-1g,2026-06-09 01:00:00,14.9,614
DsWalbrzWyso-NO2-1g,2026-06-09 00:00:00,24.2,614
DsWalbrzWyso-NO2-1g,2026-06-08 23:00:00,21.3,614
DsWalbrzWyso-NO2-1g,2026-06-08 22:00:00,25.1,614
DsWalbrzWyso-NO2-1g,2026-06-08 21:00:00,15.6,614
DsWalbrzWyso-NO2-1g,2026-06-08 20:00:00,7.7,614
DsWalbrzWyso-NO2-1g,2026-06-08 19:00:00,4.5,614
DsWalbrzWyso-NO2-1g,2026-06-08 18:00:00,5.0,614
DsWalbrzWyso-NO2-1g,2026-06-08 17:00:00,5.2,614
DsWalbrzWyso-NO2-1g,2026-06-08 16:00:00,3.7,614
DsWalbrzWyso-NO2-1g,2026-06-08 15:00:00,6.8,614
DsWalbrzWyso-NO2-1g,2026-06-08 14:00:00,,614
DsWalbrzWyso-NO2-1g,2026-06-08 13:00:00,3.4,614
DsWalbrzWyso-NO2-1g,2026-06-08 12:00:00,2.8,614
DsWalbrzWyso-NO2-1g,2026-06-08 11:00:00,2.3,614
DsWalbrzWyso-NO2-1g,2026-06-08 10:00:00,7.9,614
DsWalbrzWyso-NO2-1g,2026-06-08 09:00:00,8.4,614
DsWalbrzWyso-NO2-1g,2026-06-08 08:00:00,16.8,614
DsWalbrzWyso-NOx-1g,2026-06-09 03:00:00,9.3,615
DsWalbrzWyso-NOx-1g,2026-06-09 02:00:00,14.0,615
DsWalbrzWyso-NOx-1g,2026-06-09 01:00:00,17.1,615
DsWalbrzWyso-NOx-1g,2026-06-09 00:00:00,26.8,615
DsWalbrzWyso-NOx-1g,2026-06-08 23:00:00,23.3,615
DsWalbrzWyso-NOx-1g,2026-06-08 22:00:00,27.1,615
DsWalbrzWyso-NOx-1g,2026-06-08 21:00:00,17.8,615
DsWalbrzWyso-NOx-1g,2026-06-08 20:00:00,9.7,615
DsWalbrzWyso-NOx-1g,2026-06-08 19:00:00,6.7,615
DsWalbrzWyso-NOx-1g,2026-06-08 18:00:00,6.8,615
DsWalbrzWyso-NOx-1g,2026-06-08 17:00:00,7.5,615
DsWalbrzWyso-NOx-1g,2026-06-08 16:00:00,6.0,615
DsWalbrzWyso-NOx-1g,2026-06-08 15:00:00,10.7,615
DsWalbrzWyso-NOx-1g,2026-06-08 14:00:00,,615
DsWalbrzWyso-NOx-1g,2026-06-08 13:00:00,6.6,615
DsWalbrzWyso-NOx-1g,2026-06-08 12:00:00,5.4,615
DsWalbrzWyso-NOx-1g,2026-06-08 11:00:00,4.7,615
DsWalbrzWyso-NOx-1g,2026-06-08 10:00:00,11.5,615
DsWalbrzWyso-NOx-1g,2026-06-08 09:00:00,12.6,615
DsWalbrzWyso-NOx-1g,2026-06-08 08:00:00,29.9,615
DsWalbrzWyso-O3-1g,2026-06-09 03:00:00,71.7,616
DsWalbrzWyso-O3-1g,2026-06-09 02:00:00,37.7,616
DsWalbrzWyso-O3-1g,2026-06-09 01:00:00,35.8,616
DsWalbrzWyso-O3-1g,2026-06-09 00:00:00,32.7,616
DsWalbrzWyso-O3-1g,2026-06-08 23:00:00,43.5,616
DsWalbrzWyso-O3-1g,2026-06-08 22:00:00,51.5,616
DsWalbrzWyso-O3-1g,2026-06-08 21:00:00,84.1,616
DsWalbrzWyso-O3-1g,2026-06-08 20:00:00,104.2,616
DsWalbrzWyso-O3-1g,2026-06-08 19:00:00,103.6,616
DsWalbrzWyso-O3-1g,2026-06-08 18:00:00,99.6,616
DsWalbrzWyso-O3-1g,2026-06-08 17:00:00,92.0,616
DsWalbrzWyso-O3-1g,2026-06-08 16:00:00,91.6,616
DsWalbrzWyso-O3-1g,2026-06-08 15:00:00,85.2,616
DsWalbrzWyso-O3-1g,2026-06-08 14:00:00,85.8,616
DsWalbrzWyso-O3-1g,2026-06-08 13:00:00,82.3,616
DsWalbrzWyso-O3-1g,2026-06-08 12:00:00,79.9,616
DsWalbrzWyso-O3-1g,2026-06-08 11:00:00,77.8,616
DsWalbrzWyso-O3-1g,2026-06-08 10:00:00,73.2,616
DsWalbrzWyso-O3-1g,2026-06-08 09:00:00,72.6,616
DsWalbrzWyso-O3-1g,2026-06-08 08:00:00,47.4,616
DsWalbrzWyso-PM10-1g,2026-06-09 03:00:00,11.9,618
DsWalbrzWyso-PM10-1g,2026-06-09 02:00:00,12.1,618
DsWalbrzWyso-PM10-1g,2026-06-09 01:00:00,14.4,618
DsWalbrzWyso-PM10-1g,2026-06-09 00:00:00,15.6,618
DsWalbrzWyso-PM10-1g,2026-06-08 23:00:00,15.2,618
DsWalbrzWyso-PM10-1g,2026-06-08 22:00:00,17.4,618
DsWalbrzWyso-PM10-1g,2026-06-08 21:00:00,12.0,618
DsWalbrzWyso-PM10-1g,2026-06-08 20:00:00,9.5,618
DsWalbrzWyso-PM10-1g,2026-06-08 19:00:00,8.9,618
DsWalbrzWyso-PM10-1g,2026-06-08 18:00:00,11.1,618
DsWalbrzWyso-PM10-1g,2026-06-08 17:00:00,9.6,618
DsWalbrzWyso-PM10-1g,2026-06-08 16:00:00,9.4,618
DsWalbrzWyso-PM10-1g,2026-06-08 15:00:00,8.7,618
DsWalbrzWyso-PM10-1g,2026-06-08 14:00:00,9.5,618
DsWalbrzWyso-PM10-1g,2026-06-08 13:00:00,9.2,618
DsWalbrzWyso-PM10-1g,2026-06-08 12:00:00,8.3,618
DsWalbrzWyso-PM10-1g,2026-06-08 11:00:00,8.2,618
DsWalbrzWyso-PM10-1g,2026-06-08 10:00:00,10.8,618
DsWalbrzWyso-PM10-1g,2026-06-08 09:00:00,10.3,618
DsWalbrzWyso-PM10-1g,2026-06-08 08:00:00,13.5,618
DsWalbrzWyso-SO2-1g,2026-06-09 03:00:00,7.4,621
DsWalbrzWyso-SO2-1g,2026-06-09 02:00:00,6.6,621
DsWalbrzWyso-SO2-1g,2026-06-09 01:00:00,6.7,621
DsWalbrzWyso-SO2-1g,2026-06-09 00:00:00,7.1,621
DsWalbrzWyso-SO2-1g,2026-06-08 23:00:00,6.6,621
DsWalbrzWyso-SO2-1g,2026-06-08 22:00:00,6.8,621
DsWalbrzWyso-SO2-1g,2026-06-08 21:00:00,6.5,621
DsWalbrzWyso-SO2-1g,2026-06-08 20:00:00,7.1,621
DsWalbrzWyso-SO2-1g,2026-06-08 19:00:00,5.6,621
DsWalbrzWyso-SO2-1g,2026-06-08 18:00:00,6.3,621
DsWalbrzWyso-SO2-1g,2026-06-08 17:00:00,5.0,621
DsWalbrzWyso-SO2-1g,2026-06-08 16:00:00,5.1,621
DsWalbrzWyso-SO2-1g,2026-06-08 15:00:00,5.7,621
DsWalbrzWyso-SO2-1g,2026-06-08 14:00:00,6.5,621
DsWalbrzWyso-SO2-1g,2026-06-08 13:00:00,6.1,621
DsWalbrzWyso-SO2-1g,2026-06-08 12:00:00,5.5,621
DsWalbrzWyso-SO2-1g,2026-06-08 11:00:00,5.8,621
DsWalbrzWyso-SO2-1g,2026-06-08 10:00:00,6.9,621
DsWalbrzWyso-SO2-1g,2026-06-08 09:00:00,5.1,621
DsWalbrzWyso-SO2-1g,2026-06-08 08:00:00,5.2,621
DsWalbrzWyso-PM2.5-1g,2026-06-09 03:00:00,7.7,32600
DsWalbrzWyso-PM2.5-1g,2026-06-09 02:00:00,8.1,32600
DsWalbrzWyso-PM2.5-1g,2026-06-09 01:00:00,9.8,32600
DsWalbrzWyso-PM2.5-1g,2026-06-09 00:00:00,9.6,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 23:00:00,9.0,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 22:00:00,8.7,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 21:00:00,6.4,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 20:00:00,5.7,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 19:00:00,5.8,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 18:00:00,6.9,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 17:00:00,6.1,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 16:00:00,5.8,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 15:00:00,5.6,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 14:00:00,5.6,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 13:00:00,5.6,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 12:00:00,5.5,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 11:00:00,5.5,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 10:00:00,7.1,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 09:00:00,6.5,32600
DsWalbrzWyso-PM2.5-1g,2026-06-08 08:00:00,7.2,32600
DsWrocBartni-NO-1g,2026-06-09 03:00:00,2.2,641
DsWrocBartni-NO-1g,2026-06-09 02:00:00,2.3,641
DsWrocBartni-NO-1g,2026-06-09 01:00:00,2.1,641
DsWrocBartni-NO-1g,2026-06-09 00:00:00,2.2,641
DsWrocBartni-NO-1g,2026-06-08 23:00:00,1.9,641
DsWrocBartni-NO-1g,2026-06-08 22:00:00,1.5,641
DsWrocBartni-NO-1g,2026-06-08 21:00:00,1.1,641
DsWrocBartni-NO-1g,2026-06-08 20:00:00,0.9,641
DsWrocBartni-NO-1g,2026-06-08 19:00:00,0.5,641
DsWrocBartni-NO-1g,2026-06-08 18:00:00,0.7,641
DsWrocBartni-NO-1g,2026-06-08 17:00:00,0.9,641
DsWrocBartni-NO-1g,2026-06-08 16:00:00,1.1,641
DsWrocBartni-NO-1g,2026-06-08 15:00:00,1.0,641
DsWrocBartni-NO-1g,2026-06-08 14:00:00,,641
DsWrocBartni-NO-1g,2026-06-08 13:00:00,1.4,641
DsWrocBartni-NO-1g,2026-06-08 12:00:00,1.8,641
DsWrocBartni-NO-1g,2026-06-08 11:00:00,2.2,641
DsWrocBartni-NO-1g,2026-06-08 10:00:00,3.1,641
DsWrocBartni-NO-1g,2026-06-08 09:00:00,3.8,641
DsWrocBartni-NO-1g,2026-06-08 08:00:00,5.1,641
DsWrocBartni-NO2-1g,2026-06-09 03:00:00,11.3,642
DsWrocBartni-NO2-1g,2026-06-09 02:00:00,9.9,642
DsWrocBartni-NO2-1g,2026-06-09 01:00:00,6.6,642
DsWrocBartni-NO2-1g,2026-06-09 00:00:00,7.8,642
DsWrocBartni-NO2-1g,2026-06-08 23:00:00,7.5,642
DsWrocBartni-NO2-1g,2026-06-08 22:00:00,9.2,642
DsWrocBartni-NO2-1g,2026-06-08 21:00:00,7.7,642
DsWrocBartni-NO2-1g,2026-06-08 20:00:00,2.6,642
DsWrocBartni-NO2-1g,2026-06-08 19:00:00,1.5,642
DsWrocBartni-NO2-1g,2026-06-08 18:00:00,1.6,642
DsWrocBartni-NO2-1g,2026-06-08 17:00:00,1.8,642
DsWrocBartni-NO2-1g,2026-06-08 16:00:00,2.2,642
DsWrocBartni-NO2-1g,2026-06-08 15:00:00,2.4,642
DsWrocBartni-NO2-1g,2026-06-08 14:00:00,,642
DsWrocBartni-NO2-1g,2026-06-08 13:00:00,2.9,642
DsWrocBartni-NO2-1g,2026-06-08 12:00:00,3.2,642
DsWrocBartni-NO2-1g,2026-06-08 11:00:00,4.6,642
DsWrocBartni-NO2-1g,2026-06-08 10:00:00,7.0,642
DsWrocBartni-NO2-1g,2026-06-08 09:00:00,9.2,642
DsWrocBartni-NO2-1g,2026-06-08 08:00:00,12.6,642
DsWrocBartni-NOx-1g,2026-06-09 03:00:00,14.7,643
DsWrocBartni-NOx-1g,2026-06-09 02:00:00,13.5,643
DsWrocBartni-NOx-1g,2026-06-09 01:00:00,9.9,643
DsWrocBartni-NOx-1g,2026-06-09 00:00:00,11.2,643
DsWrocBartni-NOx-1g,2026-06-08 23:00:00,10.4,643
DsWrocBartni-NOx-1g,2026-06-08 22:00:00,11.5,643
DsWrocBartni-NOx-1g,2026-06-08 21:00:00,9.4,643
DsWrocBartni-NOx-1g,2026-06-08 20:00:00,4.0,643
DsWrocBartni-NOx-1g,2026-06-08 19:00:00,2.3,643
DsWrocBartni-NOx-1g,2026-06-08 18:00:00,2.7,643
DsWrocBartni-NOx-1g,2026-06-08 17:00:00,3.3,643
DsWrocBartni-NOx-1g,2026-06-08 16:00:00,3.9,643
DsWrocBartni-NOx-1g,2026-06-08 15:00:00,4.0,643
DsWrocBartni-NOx-1g,2026-06-08 14:00:00,,643
DsWrocBartni-NOx-1g,2026-06-08 13:00:00,5.0,643
DsWrocBartni-NOx-1g,2026-06-08 12:00:00,5.9,643
DsWrocBartni-NOx-1g,2026-06-08 11:00:00,8.0,643
DsWrocBartni-NOx-1g,2026-06-08 10:00:00,11.7,643
DsWrocBartni-NOx-1g,2026-06-08 09:00:00,15.0,643
DsWrocBartni-NOx-1g,2026-06-08 08:00:00,20.5,643
DsWrocBartni-O3-1g,2026-06-09 03:00:00,47.0,644
DsWrocBartni-O3-1g,2026-06-09 02:00:00,54.5,644
DsWrocBartni-O3-1g,2026-06-09 01:00:00,69.5,644
DsWrocBartni-O3-1g,2026-06-09 00:00:00,70.2,644
DsWrocBartni-O3-1g,2026-06-08 23:00:00,79.6,644
DsWrocBartni-O3-1g,2026-06-08 22:00:00,76.1,644
DsWrocBartni-O3-1g,2026-06-08 21:00:00,89.3,644
DsWrocBartni-O3-1g,2026-06-08 20:00:00,103.8,644
DsWrocBartni-O3-1g,2026-06-08 19:00:00,119.0,644
DsWrocBartni-O3-1g,2026-06-08 18:00:00,120.2,644
DsWrocBartni-O3-1g,2026-06-08 17:00:00,119.4,644
DsWrocBartni-O3-1g,2026-06-08 16:00:00,112.5,644
DsWrocBartni-O3-1g,2026-06-08 15:00:00,,644
DsWrocBartni-O3-1g,2026-06-08 14:00:00,99.8,644
DsWrocBartni-O3-1g,2026-06-08 13:00:00,99.3,644
DsWrocBartni-O3-1g,2026-06-08 12:00:00,98.4,644
DsWrocBartni-O3-1g,2026-06-08 11:00:00,91.4,644
DsWrocBartni-O3-1g,2026-06-08 10:00:00,82.8,644
DsWrocBartni-O3-1g,2026-06-08 09:00:00,71.2,644
DsWrocBartni-O3-1g,2026-06-08 08:00:00,54.8,644
DsWrocWybCon-C6H6-1g,2026-06-09 03:00:00,0.22,658
DsWrocWybCon-C6H6-1g,2026-06-09 02:00:00,0.18,658
DsWrocWybCon-C6H6-1g,2026-06-09 01:00:00,0.16,658
DsWrocWybCon-C6H6-1g,2026-06-09 00:00:00,0.17,658
DsWrocWybCon-C6H6-1g,2026-06-08 23:00:00,0.24,658
DsWrocWybCon-C6H6-1g,2026-06-08 22:00:00,0.3,658
DsWrocWybCon-C6H6-1g,2026-06-08 21:00:00,0.11,658
DsWrocWybCon-C6H6-1g,2026-06-08 20:00:00,0.1,658
DsWrocWybCon-C6H6-1g,2026-06-08 19:00:00,0.08,658
DsWrocWybCon-C6H6-1g,2026-06-08 18:00:00,0.08,658
DsWrocWybCon-C6H6-1g,2026-06-08 17:00:00,0.07,658
DsWrocWybCon-C6H6-1g,2026-06-08 16:00:00,0.08,658
DsWrocWybCon-C6H6-1g,2026-06-08 15:00:00,0.06,658
DsWrocWybCon-C6H6-1g,2026-06-08 14:00:00,0.06,658
DsWrocWybCon-C6H6-1g,2026-06-08 13:00:00,0.06,658
DsWrocWybCon-C6H6-1g,2026-06-08 12:00:00,0.06,658
DsWrocWybCon-C6H6-1g,2026-06-08 11:00:00,0.07,658
DsWrocWybCon-C6H6-1g,2026-06-08 10:00:00,0.1,658
DsWrocWybCon-C6H6-1g,2026-06-08 09:00:00,0.15,658
DsWrocWybCon-C6H6-1g,2026-06-08 08:00:00,0.19,658
DsWrocWybCon-CO-1g,2026-06-09 03:00:00,202.0,660
DsWrocWybCon-CO-1g,2026-06-09 02:00:00,201.0,660
DsWrocWybCon-CO-1g,2026-06-09 01:00:00,191.0,660
DsWrocWybCon-CO-1g,2026-06-09 00:00:00,188.0,660
DsWrocWybCon-CO-1g,2026-06-08 23:00:00,200.0,660
DsWrocWybCon-CO-1g,2026-06-08 22:00:00,189.0,660
DsWrocWybCon-CO-1g,2026-06-08 21:00:00,146.0,660
DsWrocWybCon-CO-1g,2026-06-08 20:00:00,126.0,660
DsWrocWybCon-CO-1g,2026-06-08 19:00:00,110.0,660
DsWrocWybCon-CO-1g,2026-06-08 18:00:00,109.0,660
DsWrocWybCon-CO-1g,2026-06-08 17:00:00,97.0,660
DsWrocWybCon-CO-1g,2026-06-08 16:00:00,89.0,660
DsWrocWybCon-CO-1g,2026-06-08 15:00:00,88.0,660
DsWrocWybCon-CO-1g,2026-06-08 14:00:00,7155.0,660
DsWrocWybCon-CO-1g,2026-06-08 13:00:00,141.0,660
DsWrocWybCon-CO-1g,2026-06-08 12:00:00,159.0,660
DsWrocWybCon-CO-1g,2026-06-08 11:00:00,157.0,660
DsWrocWybCon-CO-1g,2026-06-08 10:00:00,147.0,660
DsWrocWybCon-CO-1g,2026-06-08 09:00:00,188.0,660
DsWrocWybCon-CO-1g,2026-06-08 08:00:00,216.0,660
DsWrocWybCon-NO-1g,2026-06-09 03:00:00,0.9,664
DsWrocWybCon-NO-1g,2026-06-09 02:00:00,0.5,664
DsWrocWybCon-NO-1g,2026-06-09 01:00:00,0.6,664
DsWrocWybCon-NO-1g,2026-06-09 00:00:00,,664
DsWrocWybCon-NO-1g,2026-06-08 23:00:00,0.5,664
DsWrocWybCon-NO-1g,2026-06-08 22:00:00,0.8,664
DsWrocWybCon-NO-1g,2026-06-08 21:00:00,0.4,664
DsWrocWybCon-NO-1g,2026-06-08 20:00:00,0.4,664
DsWrocWybCon-NO-1g,2026-06-08 19:00:00,0.4,664
DsWrocWybCon-NO-1g,2026-06-08 18:00:00,0.9,664
DsWrocWybCon-NO-1g,2026-06-08 17:00:00,0.2,664
