Kod stanowiska,Data,Wartość,id_stanowisk
DsCzerStraza-NOx-1g,2026-06-30 23:00:00,4.2,51
DsCzerStraza-NOx-1g,2026-06-30 22:00:00,4.0,51
DsCzerStraza-NOx-1g,2026-06-30 21:00:00,3.2,51
DsCzerStraza-NOx-1g,2026-06-30 20:00:00,2.9,51
DsCzerStraza-NOx-1g,2026-06-30 19:00:00,2.6,51
DsCzerStraza-NOx-1g,2026-06-30 18:00:00,2.6,51
DsCzerStraza-NOx-1g,2026-06-30 17:00:00,3.8,51
DsCzerStraza-NOx-1g,2026-06-30 16:00:00,2.2,51
DsCzerStraza-NOx-1g,2026-06-30 15:00:00,2.1,51
DsCzerStraza-NOx-1g,2026-06-30 14:00:00,2.4,51
DsCzerStraza-NOx-1g,2026-06-30 13:00:00,2.4,51
DsCzerStraza-NOx-1g,2026-06-30 12:00:00,2.5,51
DsCzerStraza-NOx-1g,2026-06-30 11:00:00,2.7,51
DsCzerStraza-O3-1g,2026-07-01 06:00:00,,52
DsCzerStraza-O3-1g,2026-07-01 05:00:00,97.0,52
DsCzerStraza-O3-1g,2026-07-01 04:00:00,58.7,52
DsCzerStraza-O3-1g,2026-07-01 03:00:00,45.4,52
DsCzerStraza-O3-1g,2026-07-01 02:00:00,51.0,52
DsCzerStraza-O3-1g,2026-07-01 01:00:00,45.0,52
DsCzerStraza-O3-1g,2026-07-01 00:00:00,53.5,52
DsCzerStraza-O3-1g,2026-06-30 23:00:00,54.9,52
DsCzerStraza-O3-1g,2026-06-30 22:00:00,59.1,52
DsCzerStraza-O3-1g,2026-06-30 21:00:00,77.1,52
DsCzerStraza-O3-1g,2026-06-30 20:00:00,86.7,52
DsCzerStraza-O3-1g,2026-06-30 19:00:00,93.5,52
DsCzerStraza-O3-1g,2026-06-30 18:00:00,88.9,52
DsCzerStraza-O3-1g,2026-06-30 17:00:00,81.8,52
DsCzerStraza-O3-1g,2026-06-30 16:00:00,77.3,52
DsCzerStraza-O3-1g,2026-06-30 15:00:00,75.1,52
DsCzerStraza-O3-1g,2026-06-30 14:00:00,75.2,52
DsCzerStraza-O3-1g,2026-06-30 13:00:00,70.9,52
DsCzerStraza-O3-1g,2026-06-30 12:00:00,60.2,52
DsCzerStraza-O3-1g,2026-06-30 11:00:00,53.9,52
DsCzerStraza-PM10-1g,2026-07-01 06:00:00,,54
DsCzerStraza-PM10-1g,2026-07-01 05:00:00,,54
DsCzerStraza-PM10-1g,2026-07-01 04:00:00,4.2,54
DsCzerStraza-PM10-1g,2026-07-01 03:00:00,6.8,54
DsCzerStraza-PM10-1g,2026-07-01 02:00:00,9.1,54
DsCzerStraza-PM10-1g,2026-07-01 01:00:00,9.9,54
DsCzerStraza-PM10-1g,2026-07-01 00:00:00,10.6,54
DsCzerStraza-PM10-1g,2026-06-30 23:00:00,13.8,54
DsCzerStraza-PM10-1g,2026-06-30 22:00:00,15.8,54
DsCzerStraza-PM10-1g,2026-06-30 21:00:00,16.9,54
DsCzerStraza-PM10-1g,2026-06-30 20:00:00,20.7,54
DsCzerStraza-PM10-1g,2026-06-30 19:00:00,16.2,54
DsCzerStraza-PM10-1g,2026-06-30 18:00:00,14.9,54
DsCzerStraza-PM10-1g,2026-06-30 17:00:00,25.8,54
DsCzerStraza-PM10-1g,2026-06-30 16:00:00,17.2,54
DsCzerStraza-PM10-1g,2026-06-30 15:00:00,18.7,54
DsCzerStraza-PM10-1g,2026-06-30 14:00:00,24.1,54
DsCzerStraza-PM10-1g,2026-06-30 13:00:00,15.3,54
DsCzerStraza-PM10-1g,2026-06-30 12:00:00,15.6,54
DsCzerStraza-PM10-1g,2026-06-30 11:00:00,16.2,54
DsDziePilsud-PM10-1g,2026-07-01 06:00:00,,101
DsDziePilsud-PM10-1g,2026-07-01 05:00:00,,101
DsDziePilsud-PM10-1g,2026-07-01 04:00:00,10.9,101
DsDziePilsud-PM10-1g,2026-07-01 03:00:00,7.8,101
DsDziePilsud-PM10-1g,2026-07-01 02:00:00,8.1,101
DsDziePilsud-PM10-1g,2026-07-01 01:00:00,11.1,101
DsDziePilsud-PM10-1g,2026-07-01 00:00:00,18.3,101
DsDziePilsud-PM10-1g,2026-06-30 23:00:00,20.3,101
DsDziePilsud-PM10-1g,2026-06-30 22:00:00,28.4,101
DsDziePilsud-PM10-1g,2026-06-30 21:00:00,29.3,101
DsDziePilsud-PM10-1g,2026-06-30 20:00:00,25.7,101
DsDziePilsud-PM10-1g,2026-06-30 19:00:00,20.7,101
DsDziePilsud-PM10-1g,2026-06-30 18:00:00,16.2,101
DsDziePilsud-PM10-1g,2026-06-30 17:00:00,25.2,101
DsDziePilsud-PM10-1g,2026-06-30 16:00:00,21.1,101
DsDziePilsud-PM10-1g,2026-06-30 15:00:00,21.4,101
DsDziePilsud-PM10-1g,2026-06-30 14:00:00,18.5,101
DsDziePilsud-PM10-1g,2026-06-30 13:00:00,15.5,101
DsDziePilsud-PM10-1g,2026-06-30 12:00:00,16.5,101
DsDziePilsud-PM10-1g,2026-06-30 11:00:00,21.4,101
DsKlodzSzkol-NO-1g,2026-07-01 06:00:00,,220
DsKlodzSzkol-NO-1g,2026-07-01 05:00:00,,220
DsKlodzSzkol-NO-1g,2026-07-01 04:00:00,0.8,220
DsKlodzSzkol-NO-1g,2026-07-01 03:00:00,0.7,220
DsKlodzSzkol-NO-1g,2026-07-01 02:00:00,0.8,220
DsKlodzSzkol-NO-1g,2026-07-01 01:00:00,1.5,220
DsKlodzSzkol-NO-1g,2026-07-01 00:00:00,1.8,220
DsKlodzSzkol-NO-1g,2026-06-30 23:00:00,1.8,220
DsKlodzSzkol-NO-1g,2026-06-30 22:00:00,1.2,220
DsKlodzSzkol-NO-1g,2026-06-30 21:00:00,0.9,220
DsKlodzSzkol-NO-1g,2026-06-30 20:00:00,0.8,220
DsKlodzSzkol-NO-1g,2026-06-30 19:00:00,0.7,220
DsKlodzSzkol-NO-1g,2026-06-30 18:00:00,0.8,220
DsKlodzSzkol-NO-1g,2026-06-30 17:00:00,0.8,220
DsKlodzSzkol-NO-1g,2026-06-30 16:00:00,1.0,220
DsKlodzSzkol-NO-1g,2026-06-30 15:00:00,0.8,220
DsKlodzSzkol-NO-1g,2026-06-30 14:00:00,1.1,220
DsKlodzSzkol-NO-1g,2026-06-30 13:00:00,1.2,220
DsKlodzSzkol-NO-1g,2026-06-30 12:00:00,1.2,220
DsKlodzSzkol-NO-1g,2026-06-30 11:00:00,1.2,220
DsKlodzSzkol-NO2-1g,2026-07-01 06:00:00,,221
DsKlodzSzkol-NO2-1g,2026-07-01 05:00:00,,221
DsKlodzSzkol-NO2-1g,2026-07-01 04:00:00,3.4,221
DsKlodzSzkol-NO2-1g,2026-07-01 03:00:00,2.8,221
DsKlodzSzkol-NO2-1g,2026-07-01 02:00:00,3.8,221
DsKlodzSzkol-NO2-1g,2026-07-01 01:00:00,10.2,221
DsKlodzSzkol-NO2-1g,2026-07-01 00:00:00,15.9,221
DsKlodzSzkol-NO2-1g,2026-06-30 23:00:00,16.3,221
DsKlodzSzkol-NO2-1g,2026-06-30 22:00:00,11.4,221
DsKlodzSzkol-NO2-1g,2026-06-30 21:00:00,11.6,221
DsKlodzSzkol-NO2-1g,2026-06-30 20:00:00,14.1,221
DsKlodzSzkol-NO2-1g,2026-06-30 19:00:00,7.4,221
DsKlodzSzkol-NO2-1g,2026-06-30 18:00:00,5.3,221
DsKlodzSzkol-NO2-1g,2026-06-30 17:00:00,3.9,221
DsKlodzSzkol-NO2-1g,2026-06-30 16:00:00,4.4,221
DsKlodzSzkol-NO2-1g,2026-06-30 15:00:00,4.4,221
DsKlodzSzkol-NO2-1g,2026-06-30 14:00:00,3.8,221
DsKlodzSzkol-NO2-1g,2026-06-30 13:00:00,5.2,221
DsKlodzSzkol-NO2-1g,2026-06-30 12:00:00,5.3,221
DsKlodzSzkol-NO2-1g,2026-06-30 11:00:00,4.1,221
DsKlodzSzkol-NOx-1g,2026-07-01 06:00:00,,222
DsKlodzSzkol-NOx-1g,2026-07-01 05:00:00,,222
DsKlodzSzkol-NOx-1g,2026-07-01 04:00:00,4.6,222
DsKlodzSzkol-NOx-1g,2026-07-01 03:00:00,3.8,222
DsKlodzSzkol-NOx-1g,2026-07-01 02:00:00,5.0,222
DsKlodzSzkol-NOx-1g,2026-07-01 01:00:00,12.5,222
DsKlodzSzkol-NOx-1g,2026-07-01 00:00:00,18.7,222
DsKlodzSzkol-NOx-1g,2026-06-30 23:00:00,19.0,222
DsKlodzSzkol-NOx-1g,2026-06-30 22:00:00,13.3,222
DsKlodzSzkol-NOx-1g,2026-06-30 21:00:00,13.0,222
DsKlodzSzkol-NOx-1g,2026-06-30 20:00:00,15.3,222
DsKlodzSzkol-NOx-1g,2026-06-30 19:00:00,8.5,222
DsKlodzSzkol-NOx-1g,2026-06-30 18:00:00,6.6,222
DsKlodzSzkol-NOx-1g,2026-06-30 17:00:00,5.1,222
DsKlodzSzkol-NOx-1g,2026-06-30 16:00:00,5.8,222
DsKlodzSzkol-NOx-1g,2026-06-30 15:00:00,5.6,222
DsKlodzSzkol-NOx-1g,2026-06-30 14:00:00,5.4,222
DsKlodzSzkol-NOx-1g,2026-06-30 13:00:00,7.0,222
DsKlodzSzkol-NOx-1g,2026-06-30 12:00:00,7.1,222
DsKlodzSzkol-NOx-1g,2026-06-30 11:00:00,6.0,222
DsKlodzSzkol-O3-1g,2026-07-01 06:00:00,,223
DsKlodzSzkol-O3-1g,2026-07-01 05:00:00,63.7,223
DsKlodzSzkol-O3-1g,2026-07-01 04:00:00,82.1,223
DsKlodzSzkol-O3-1g,2026-07-01 03:00:00,100.7,223
DsKlodzSzkol-O3-1g,2026-07-01 02:00:00,106.9,223
DsKlodzSzkol-O3-1g,2026-07-01 01:00:00,55.9,223
DsKlodzSzkol-O3-1g,2026-07-01 00:00:00,39.0,223
DsKlodzSzkol-O3-1g,2026-06-30 23:00:00,49.9,223
DsKlodzSzkol-O3-1g,2026-06-30 22:00:00,88.0,223
DsKlodzSzkol-O3-1g,2026-06-30 21:00:00,111.8,223
DsKlodzSzkol-O3-1g,2026-06-30 20:00:00,120.8,223
DsKlodzSzkol-O3-1g,2026-06-30 19:00:00,131.2,223
DsKlodzSzkol-O3-1g,2026-06-30 18:00:00,133.5,223
DsKlodzSzkol-O3-1g,2026-06-30 17:00:00,136.1,223
DsKlodzSzkol-O3-1g,2026-06-30 16:00:00,136.2,223
DsKlodzSzkol-O3-1g,2026-06-30 15:00:00,124.5,223
DsKlodzSzkol-O3-1g,2026-06-30 14:00:00,112.7,223
DsKlodzSzkol-O3-1g,2026-06-30 13:00:00,99.2,223
DsKlodzSzkol-O3-1g,2026-06-30 12:00:00,93.8,223
DsKlodzSzkol-O3-1g,2026-06-30 11:00:00,84.9,223
DsKlodzSzkol-PM10-1g,2026-07-01 06:00:00,,224
DsKlodzSzkol-PM10-1g,2026-07-01 05:00:00,19.7,224
DsKlodzSzkol-PM10-1g,2026-07-01 04:00:00,17.6,224
DsKlodzSzkol-PM10-1g,2026-07-01 03:00:00,18.7,224
DsKlodzSzkol-PM10-1g,2026-07-01 02:00:00,22.7,224
DsKlodzSzkol-PM10-1g,2026-07-01 01:00:00,32.6,224
DsKlodzSzkol-PM10-1g,2026-07-01 00:00:00,35.5,224
DsKlodzSzkol-PM10-1g,2026-06-30 23:00:00,34.9,224
DsKlodzSzkol-PM10-1g,2026-06-30 22:00:00,35.0,224
DsKlodzSzkol-PM10-1g,2026-06-30 21:00:00,35.8,224
DsKlodzSzkol-PM10-1g,2026-06-30 20:00:00,35.1,224
DsKlodzSzkol-PM10-1g,2026-06-30 19:00:00,30.9,224
DsKlodzSzkol-PM10-1g,2026-06-30 18:00:00,28.2,224
DsKlodzSzkol-PM10-1g,2026-06-30 17:00:00,26.3,224
DsKlodzSzkol-PM10-1g,2026-06-30 16:00:00,26.5,224
DsKlodzSzkol-PM10-1g,2026-06-30 15:00:00,28.9,224
DsKlodzSzkol-PM10-1g,2026-06-30 14:00:00,30.1,224
DsKlodzSzkol-PM10-1g,2026-06-30 13:00:00,32.3,224
DsKlodzSzkol-PM10-1g,2026-06-30 12:00:00,37.2,224
DsKlodzSzkol-PM10-1g,2026-06-30 11:00:00,27.0,224
DsKlodzSzkol-PM2.5-1g,2026-07-01 06:00:00,,25988
DsKlodzSzkol-PM2.5-1g,2026-07-01 05:00:00,10.3,25988
DsKlodzSzkol-PM2.5-1g,2026-07-01 04:00:00,9.3,25988
DsKlodzSzkol-PM2.5-1g,2026-07-01 03:00:00,9.4,25988
DsKlodzSzkol-PM2.5-1g,2026-07-01 02:00:00,13.6,25988
DsKlodzSzkol-PM2.5-1g,2026-07-01 01:00:00,22.9,25988
DsKlodzSzkol-PM2.5-1g,2026-07-01 00:00:00,23.8,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 23:00:00,23.0,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 22:00:00,22.9,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 21:00:00,21.9,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 20:00:00,20.8,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 19:00:00,19.1,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 18:00:00,17.2,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 17:00:00,15.8,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 16:00:00,15.5,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 15:00:00,16.0,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 14:00:00,17.2,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 13:00:00,18.7,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 12:00:00,19.2,25988
DsKlodzSzkol-PM2.5-1g,2026-06-30 11:00:00,18.9,25988
DsLegAlRzecz-C6H6-1g,2026-07-01 06:00:00,,282
DsLegAlRzecz-C6H6-1g,2026-07-01 05:00:00,0.08,282
DsLegAlRzecz-C6H6-1g,2026-07-01 04:00:00,0.07,282
DsLegAlRzecz-C6H6-1g,2026-07-01 03:00:00,0.06,282
DsLegAlRzecz-C6H6-1g,2026-07-01 02:00:00,0.05,282
DsLegAlRzecz-C6H6-1g,2026-07-01 01:00:00,0.03,282
DsLegAlRzecz-C6H6-1g,2026-07-01 00:00:00,,282
DsLegAlRzecz-C6H6-1g,2026-06-30 23:00:00,0.14,282
DsLegAlRzecz-C6H6-1g,2026-06-30 22:00:00,0.08,282
DsLegAlRzecz-C6H6-1g,2026-06-30 21:00:00,0.1,282
DsLegAlRzecz-C6H6-1g,2026-06-30 20:00:00,0.09,282
DsLegAlRzecz-C6H6-1g,2026-06-30 19:00:00,0.07,282
DsLegAlRzecz-C6H6-1g,2026-06-30 18:00:00,0.08,282
DsLegAlRzecz-C6H6-1g,2026-06-30 17:00:00,0.15,282
DsLegAlRzecz-C6H6-1g,2026-06-30 16:00:00,0.13,282
DsLegAlRzecz-C6H6-1g,2026-06-30 15:00:00,0.04,282
DsLegAlRzecz-C6H6-1g,2026-06-30 14:00:00,0.09,282
DsLegAlRzecz-C6H6-1g,2026-06-30 13:00:00,0.06,282
DsLegAlRzecz-C6H6-1g,2026-06-30 12:00:00,0.09,282
DsLegAlRzecz-C6H6-1g,2026-06-30 11:00:00,0.09,282
DsLegAlRzecz-NO-1g,2026-07-01 06:00:00,,290
DsLegAlRzecz-NO-1g,2026-07-01 05:00:00,,290
DsLegAlRzecz-NO-1g,2026-07-01 04:00:00,0.3,290
DsLegAlRzecz-NO-1g,2026-07-01 03:00:00,0.3,290
DsLegAlRzecz-NO-1g,2026-07-01 02:00:00,0.3,290
DsLegAlRzecz-NO-1g,2026-07-01 01:00:00,0.2,290
DsLegAlRzecz-NO-1g,2026-07-01 00:00:00,0.4,290
DsLegAlRzecz-NO-1g,2026-06-30 23:00:00,0.6,290
DsLegAlRzecz-NO-1g,2026-06-30 22:00:00,1.3,290
DsLegAlRzecz-NO-1g,2026-06-30 21:00:00,0.4,290
DsLegAlRzecz-NO-1g,2026-06-30 20:00:00,0.4,290
DsLegAlRzecz-NO-1g,2026-06-30 19:00:00,0.4,290
DsLegAlRzecz-NO-1g,2026-06-30 18:00:00,0.4,290
DsLegAlRzecz-NO-1g,2026-06-30 17:00:00,0.3,290
DsLegAlRzecz-NO-1g,2026-06-30 16:00:00,0.6,290
DsLegAlRzecz-NO-1g,2026-06-30 15:00:00,0.3,290
DsLegAlRzecz-NO-1g,2026-06-30 14:00:00,0.5,290
DsLegAlRzecz-NO-1g,2026-06-30 13:00:00,0.6,290
DsLegAlRzecz-NO-1g,2026-06-30 12:00:00,1.1,290
DsLegAlRzecz-NO-1g,2026-06-30 11:00:00,0.9,290
DsLegAlRzecz-NO2-1g,2026-07-01 06:00:00,,291
DsLegAlRzecz-NO2-1g,2026-07-01 05:00:00,,291
DsLegAlRzecz-NO2-1g,2026-07-01 04:00:00,5.8,291
DsLegAlRzecz-NO2-1g,2026-07-01 03:00:00,5.2,291
DsLegAlRzecz-NO2-1g,2026-07-01 02:00:00,5.0,291
DsLegAlRzecz-NO2-1g,2026-07-01 01:00:00,5.2,291
DsLegAlRzecz-NO2-1g,2026-07-01 00:00:00,7.1,291
DsLegAlRzecz-NO2-1g,2026-06-30 23:00:00,14.6,291
DsLegAlRzecz-NO2-1g,2026-06-30 22:00:00,16.2,291
DsLegAlRzecz-NO2-1g,2026-06-30 21:00:00,14.4,291
DsLegAlRzecz-NO2-1g,2026-06-30 20:00:00,9.3,291
DsLegAlRzecz-NO2-1g,2026-06-30 19:00:00,6.2,291
DsLegAlRzecz-NO2-1g,2026-06-30 18:00:00,6.8,291
DsLegAlRzecz-NO2-1g,2026-06-30 17:00:00,5.4,291
DsLegAlRzecz-NO2-1g,2026-06-30 16:00:00,5.7,291
DsLegAlRzecz-NO2-1g,2026-06-30 15:00:00,4.8,291
DsLegAlRzecz-NO2-1g,2026-06-30 14:00:00,5.3,291
DsLegAlRzecz-NO2-1g,2026-06-30 13:00:00,6.6,291
DsLegAlRzecz-NO2-1g,2026-06-30 12:00:00,7.9,291
DsLegAlRzecz-NO2-1g,2026-06-30 11:00:00,4.5,291
DsLegAlRzecz-NOx-1g,2026-07-01 06:00:00,,292
DsLegAlRzecz-NOx-1g,2026-07-01 05:00:00,,292
DsLegAlRzecz-NOx-1g,2026-07-01 04:00:00,6.3,292
DsLegAlRzecz-NOx-1g,2026-07-01 03:00:00,5.7,292
DsLegAlRzecz-NOx-1g,2026-07-01 02:00:00,5.4,292
DsLegAlRzecz-NOx-1g,2026-07-01 01:00:00,5.6,292
DsLegAlRzecz-NOx-1g,2026-07-01 00:00:00,7.6,292
DsLegAlRzecz-NOx-1g,2026-06-30 23:00:00,15.5,292
DsLegAlRzecz-NOx-1g,2026-06-30 22:00:00,18.1,292
DsLegAlRzecz-NOx-1g,2026-06-30 21:00:00,15.0,292
DsLegAlRzecz-NOx-1g,2026-06-30 20:00:00,9.8,292
DsLegAlRzecz-NOx-1g,2026-06-30 19:00:00,6.7,292
DsLegAlRzecz-NOx-1g,2026-06-30 18:00:00,7.4,292
DsLegAlRzecz-NOx-1g,2026-06-30 17:00:00,5.8,292
DsLegAlRzecz-NOx-1g,2026-06-30 16:00:00,6.5,292
DsLegAlRzecz-NOx-1g,2026-06-30 15:00:00,5.2,292
DsLegAlRzecz-NOx-1g,2026-06-30 14:00:00,6.1,292
DsLegAlRzecz-NOx-1g,2026-06-30 13:00:00,7.5,292
DsLegAlRzecz-NOx-1g,2026-06-30 12:00:00,9.6,292
DsLegAlRzecz-NOx-1g,2026-06-30 11:00:00,5.9,292
DsLegAlRzecz-O3-1g,2026-07-01 06:00:00,,293
DsLegAlRzecz-O3-1g,2026-07-01 05:00:00,52.4,293
DsLegAlRzecz-O3-1g,2026-07-01 04:00:00,48.6,293
DsLegAlRzecz-O3-1g,2026-07-01 03:00:00,54.1,293
DsLegAlRzecz-O3-1g,2026-07-01 02:00:00,55.7,293
DsLegAlRzecz-O3-1g,2026-07-01 01:00:00,56.5,293
DsLegAlRzecz-O3-1g,2026-07-01 00:00:00,65.5,293
DsLegAlRzecz-O3-1g,2026-06-30 23:00:00,75.3,293
DsLegAlRzecz-O3-1g,2026-06-30 22:00:00,93.3,293
DsLegAlRzecz-O3-1g,2026-06-30 21:00:00,103.2,293
DsLegAlRzecz-O3-1g,2026-06-30 20:00:00,121.7,293
DsLegAlRzecz-O3-1g,2026-06-30 19:00:00,124.4,293
DsLegAlRzecz-O3-1g,2026-06-30 18:00:00,122.2,293
DsLegAlRzecz-O3-1g,2026-06-30 17:00:00,120.7,293
DsLegAlRzecz-O3-1g,2026-06-30 16:00:00,117.4,293
DsLegAlRzecz-O3-1g,2026-06-30 15:00:00,116.7,293
DsLegAlRzecz-O3-1g,2026-06-30 14:00:00,114.1,293
DsLegAlRzecz-O3-1g,2026-06-30 13:00:00,109.2,293
DsLegAlRzecz-O3-1g,2026-06-30 12:00:00,95.1,293
DsLegAlRzecz-O3-1g,2026-06-30 11:00:00,93.6,293
DsLegAlRzecz-SO2-1g,2026-07-01 06:00:00,,297
DsLegAlRzecz-SO2-1g,2026-07-01 05:00:00,5.5,297
DsLegAlRzecz-SO2-1g,2026-07-01 04:00:00,,297
DsLegAlRzecz-SO2-1g,2026-07-01 03:00:00,5.8,297
DsLegAlRzecz-SO2-1g,2026-07-01 02:00:00,5.6,297
DsLegAlRzecz-SO2-1g,2026-07-01 01:00:00,4.5,297
DsLegAlRzecz-SO2-1g,2026-07-01 00:00:00,5.6,297
DsLegAlRzecz-SO2-1g,2026-06-30 23:00:00,5.2,297
DsLegAlRzecz-SO2-1g,2026-06-30 22:00:00,5.7,297
DsLegAlRzecz-SO2-1g,2026-06-30 21:00:00,6.4,297
DsLegAlRzecz-SO2-1g,2026-06-30 20:00:00,5.6,297
DsLegAlRzecz-SO2-1g,2026-06-30 19:00:00,5.5,297
DsLegAlRzecz-SO2-1g,2026-06-30 18:00:00,5.7,297
DsLegAlRzecz-SO2-1g,2026-06-30 17:00:00,5.7,297
DsLegAlRzecz-SO2-1g,2026-06-30 16:00:00,5.7,297
DsLegAlRzecz-SO2-1g,2026-06-30 15:00:00,4.9,297
DsLegAlRzecz-SO2-1g,2026-06-30 14:00:00,5.4,297
DsLegAlRzecz-SO2-1g,2026-06-30 13:00:00,5.7,297
DsLegAlRzecz-SO2-1g,2026-06-30 12:00:00,6.0,297
DsLegAlRzecz-SO2-1g,2026-06-30 11:00:00,5.8,297
DsLegAlRzecz-PM10-1g,2026-07-01 06:00:00,,14397
DsLegAlRzecz-PM10-1g,2026-07-01 05:00:00,22.2,14397
DsLegAlRzecz-PM10-1g,2026-07-01 04:00:00,17.9,14397
DsLegAlRzecz-PM10-1g,2026-07-01 03:00:00,16.9,14397
DsLegAlRzecz-PM10-1g,2026-07-01 02:00:00,16.1,14397
DsLegAlRzecz-PM10-1g,2026-07-01 01:00:00,15.9,14397
DsLegAlRzecz-PM10-1g,2026-07-01 00:00:00,16.7,14397
DsLegAlRzecz-PM10-1g,2026-06-30 23:00:00,14.3,14397
DsLegAlRzecz-PM10-1g,2026-06-30 22:00:00,23.4,14397
DsLegAlRzecz-PM10-1g,2026-06-30 21:00:00,21.2,14397
DsLegAlRzecz-PM10-1g,2026-06-30 20:00:00,19.6,14397
DsLegAlRzecz-PM10-1g,2026-06-30 19:00:00,19.8,14397
DsLegAlRzecz-PM10-1g,2026-06-30 18:00:00,19.0,14397
DsLegAlRzecz-PM10-1g,2026-06-30 17:00:00,19.6,14397
DsLegAlRzecz-PM10-1g,2026-06-30 16:00:00,18.5,14397
DsLegAlRzecz-PM10-1g,2026-06-30 15:00:00,18.9,14397
DsLegAlRzecz-PM10-1g,2026-06-30 14:00:00,19.4,14397
DsLegAlRzecz-PM10-1g,2026-06-30 13:00:00,17.9,14397
DsLegAlRzecz-PM10-1g,2026-06-30 12:00:00,19.1,14397
DsLegAlRzecz-PM10-1g,2026-06-30 11:00:00,16.8,14397
DsLegAlRzecz-PM2.5-1g,2026-07-01 06:00:00,,32560
DsLegAlRzecz-PM2.5-1g,2026-07-01 05:00:00,12.4,32560
DsLegAlRzecz-PM2.5-1g,2026-07-01 04:00:00,12.4,32560
DsLegAlRzecz-PM2.5-1g,2026-07-01 03:00:00,12.1,32560
DsLegAlRzecz-PM2.5-1g,2026-07-01 02:00:00,11.7,32560
DsLegAlRzecz-PM2.5-1g,2026-07-01 01:00:00,10.8,32560
